1, 0, 0, 0, 1, 0, -1, 0, 0, 1|000000001
1, 0, 0, 0, 0, 1, -1, 0, 0, 1|000000001
1, 0, 0, 0, 0, 0, -1, 1, 0, 1|010010000
1, 0, 0, 0, 0, 0, -1, 0, 1, 1|011111010
1, 1, 0, 0, 0, 0, 0, -1, 0, 1|001000000
1, 0, 1, 0, 0, 0, 0, -1, 0, 1|010111101
1, 0, 0, 1, 0, 0, 0, -1, 0, 1|000000100
1, 0, 0, 0, 1, 0, 0, -1, 0, 1|011101101
1, 0, 0, 0, 0, 1, 0, -1, 0, 1|000010000
1, 0, 0, 0, 0, 0, 1, -1, 0, 1|011111001
1, 0, 0, 0, 0, 0, 0, -1, 1, 1|000010000
1, 1, 0, 0, 0, 0, 0, 0, -1, 1|001000000
1, 0, 1, 0, 0, 0, 0, 0, -1, 1|010111110
1, 0, 0, 1, 0, 0, 0, 0, -1, 1|000000100
1, 0, 0, 0, 1, 0, 0, 0, -1, 1|001000100
1, 0, 0, 0, 0, 1, 0, 0, -1, 1|000110100
1, 0, 0, 0, 0, 0, 1, 0, -1, 1|011111010
1, 0, 0, 0, 0, 0, 0, 1, -1, 1|011010000
-1, 1, 1, 0, 0, 0, 0, 0, 0, 1|000100100
-1, 1, 0, 1, 0, 0, 0, 0, 0, 1|000011010
-1, 1, 0, 0, 1, 0, 0, 0, 0, 1|000000010
-1, 1, 0, 0, 0, 1, 0, 0, 0, 1|000000100
-1, 1, 0, 0, 0, 0, 1, 0, 0, 1|000010010
-1, 1, 0, 0, 0, 0, 0, 1, 0, 1|000010000
-1, 1, 0, 0, 0, 0, 0, 0, 1, 1|000010110
0, 1, -1, 1, 0, 0, 0, 0, 0, 1|000000001
0, 1, -1, 0, 1, 0, 0, 0, 0, 1|000000010
0, 1, -1, 0, 0, 1, 0, 0, 0, 1|000110010
0, 1, -1, 0, 0, 0, 1, 0, 0, 1|000010011
0, 1, -1, 0, 0, 0, 0, 1, 0, 1|000010000
0, 1, -1, 0, 0, 0, 0, 0, 1, 1|000010010
0, 1, 1, -1, 0, 0, 0, 0, 0, 1|100000000
0, 1, 0, -1, 1, 0, 0, 0, 0, 1|101001111
0, 1, 0, -1, 0, 1, 0, 0, 0, 1|001000001
0, 1, 0, -1, 0, 0, 1, 0, 0, 1|000010000
0, 1, 0, -1, 0, 0, 0, 1, 0, 1|000010000
0, 1, 0, -1, 0, 0, 0, 0, 1, 1|000010000
0, 1, 1, 0, -1, 0, 0, 0, 0, 1|100000000
0, 1, 0, 1, -1, 0, 0, 0, 0, 1|101000100
0, 1, 0, 0, -1, 1, 0, 0, 0, 1|101000001
0, 1, 0, 0, -1, 0, 1, 0, 0, 1|101101000
0, 1, 0, 0, -1, 0, 0, 1, 0, 1|101101101
0, 1, 0, 0, -1, 0, 0, 0, 1, 1|101101000
0, 1, 1, 0, 0, -1, 0, 0, 0, 1|100110111
0, 1, 0, 1, 0, -1, 0, 0, 0, 1|100000100
0, 1, 0, 0, 1, -1, 0, 0, 0, 1|101100111
0, 1, 0, 0, 0, -1, 1, 0, 0, 1|000010000
0, 1, 0, 0, 0, -1, 0, 1, 0, 1|000010000
0, 1, 0, 0, 0, -1, 0, 0, 1, 1|000010000
0, 1, 1, 0, 0, 0, -1, 0, 0, 1|100000000
0, 1, 0, 1, 0, 0, -1, 0, 0, 1|000000001
0, 1, 0, 0, 1, 0, -1, 0, 0, 1|000000010
0, 1, 0, 0, 0, 1, -1, 0, 0, 1|100000001
0, 1, 0, 0, 0, 0, -1, 1, 0, 1|000010000
0, 1, 0, 0, 0, 0, -1, 0, 1, 1|100000000
0, 1, 1, 0, 0, 0, 0, -1, 0, 1|100000000
0, 1, 0, 1, 0, 0, 0, -1, 0, 1|101000000
0, 1, 0, 0, 1, 0, 0, -1, 0, 1|101000101
0, 1, 0, 0, 0, 1, 0, -1, 0, 1|101000000
0, 1, 0, 0, 0, 0, 1, -1, 0, 1|101000000
0, 1, 0, 0, 0, 0, 0, -1, 1, 1|101000000
0, 1, 1, 0, 0, 0, 0, 0, -1, 1|100111110
0, 1, 0, 1, 0, 0, 0, 0, -1, 1|001000100
0, 1, 0, 0, 1, 0, 0, 0, -1, 1|000000010
0, 1, 0, 0, 0, 1, 0, 0, -1, 1|000000100
0, 1, 0, 0, 0, 0, 1, 0, -1, 1|001000000
0, 1, 0, 0, 0, 0, 0, 1, -1, 1|000010000
-1, 0, 1, 1, 0, 0, 0, 0, 0, 1|000011000
-1, 0, 1, 0, 1, 0, 0, 0, 0, 1|000000100
-1, 0, 1, 0, 0, 1, 0, 0, 0, 1|010110111
-1, 0, 1, 0, 0, 0, 1, 0, 0, 1|010111011
-1, 0, 1, 0, 0, 0, 0, 1, 0, 1|000000100
-1, 0, 1, 0, 0, 0, 0, 0, 1, 1|010111110
0, -1, 1, 1, 0, 0, 0, 0, 0, 1|000010000
0, -1, 1, 0, 1, 0, 0, 0, 0, 1|100101111
0, -1, 1, 0, 0, 1, 0, 0, 0, 1|100110111
0, -1, 1, 0, 0, 0, 1, 0, 0, 1|000010000
0, -1, 1, 0, 0, 0, 0, 1, 0, 1|000000101
0, -1, 1, 0, 0, 0, 0, 0, 1, 1|100111110
0, 0, 1, -1, 1, 0, 0, 0, 0, 1|110001111
0, 0, 1, -1, 0, 1, 0, 0, 0, 1|000000001
0, 0, 1, -1, 0, 0, 1, 0, 0, 1|000010000
0, 0, 1, -1, 0, 0, 0, 1, 0, 1|000010000
0, 0, 1, -1, 0, 0, 0, 0, 1, 1|110011110
0, 0, 1, 1, -1, 0, 0, 0, 0, 1|110000110
0, 0, 1, 0, -1, 1, 0, 0, 0, 1|000000001
0, 0, 1, 0, -1, 0, 1, 0, 0, 1|010101010
0, 0, 1, 0, -1, 0, 0, 1, 0, 1|000101101
0, 0, 1, 0, -1, 0, 0, 0, 1, 1|000001000
0, 0, 1, 1, 0, -1, 0, 0, 0, 1|100000100
0, 0, 1, 0, 1, -1, 0, 0, 0, 1|110100111
0, 0, 1, 0, 0, -1, 1, 0, 0, 1|000010000
0, 0, 1, 0, 0, -1, 0, 1, 0, 1|000010000
0, 0, 1, 0, 0, -1, 0, 0, 1, 1|000010000
0, 0, 1, 1, 0, 0, -1, 0, 0, 1|000011001
0, 0, 1, 0, 1, 0, -1, 0, 0, 1|100000001
0, 0, 1, 0, 0, 1, -1, 0, 0, 1|000000001
0, 0, 1, 0, 0, 0, -1, 1, 0, 1|110010000
0, 0, 1, 0, 0, 0, -1, 0, 1, 1|110111010
0, 0, 1, 1, 0, 0, 0, -1, 0, 1|000010000
0, 0, 1, 0, 1, 0, 0, -1, 0, 1|110101101
0, 0, 1, 0, 0, 1, 0, -1, 0, 1|000000001
0, 0, 1, 0, 0, 0, 1, -1, 0, 1|000010000
0, 0, 1, 0, 0, 0, 0, -1, 1, 1|110111100
0, 0, 1, 1, 0, 0, 0, 0, -1, 1|000000100
0, 0, 1, 0, 1, 0, 0, 0, -1, 1|000000100
0, 0, 1, 0, 0, 1, 0, 0, -1, 1|000000110
0, 0, 1, 0, 0, 0, 1, 0, -1, 1|110111010
0, 0, 1, 0, 0, 0, 0, 1, -1, 1|010010000
-1, 0, 0, 1, 1, 0, 0, 0, 0, 1|000001000
-1, 0, 0, 1, 0, 1, 0, 0, 0, 1|000010000
-1, 0, 0, 1, 0, 0, 1, 0, 0, 1|011000000
-1, 0, 0, 1, 0, 0, 0, 1, 0, 1|001000000
-1, 0, 0, 1, 0, 0, 0, 0, 1, 1|001011000
0, -1, 0, 1, 1, 0, 0, 0, 0, 1|101001111
0, -1, 0, 1, 0, 1, 0, 0, 0, 1|000010000
0, -1, 0, 1, 0, 0, 1, 0, 0, 1|100000000
0, -1, 0, 1, 0, 0, 0, 1, 0, 1|000000101
0, -1, 0, 1, 0, 0, 0, 0, 1, 1|000010000
0, 0, -1, 1, 1, 0, 0, 0, 0, 1|000001000
0, 0, -1, 1, 0, 1, 0, 0, 0, 1|000010000
0, 0, -1, 1, 0, 0, 1, 0, 0, 1|100000000
0, 0, -1, 1, 0, 0, 0, 1, 0, 1|100000001
0, 0, -1, 1, 0, 0, 0, 0, 1, 1|100000000
0, 0, 0, 1, -1, 1, 0, 0, 0, 1|111000111
0, 0, 0, 1, -1, 0, 1, 0, 0, 1|100000000
0, 0, 0, 1, -1, 0, 0, 1, 0, 1|100000101
0, 0, 0, 1, -1, 0, 0, 0, 1, 1|110000110
0, 0, 0, 1, 1, -1, 0, 0, 0, 1|101000101
0, 0, 0, 1, 0, -1, 1, 0, 0, 1|100000000
0, 0, 0, 1, 0, -1, 0, 1, 0, 1|100000100
0, 0, 0, 1, 0, -1, 0, 0, 1, 1|100000100
0, 0, 0, 1, 1, 0, -1, 0, 0, 1|000001000
0, 0, 0, 1, 0, 1, -1, 0, 0, 1|000010000
0, 0, 0, 1, 0, 0, -1, 1, 0, 1|010011000
0, 0, 0, 1, 0, 0, -1, 0, 1, 1|000011000
0, 0, 0, 1, 1, 0, 0, -1, 0, 1|111001101
0, 0, 0, 1, 0, 1, 0, -1, 0, 1|000010000
0, 0, 0, 1, 0, 0, 1, -1, 0, 1|111011001
0, 0, 0, 1, 0, 0, 0, -1, 1, 1|000010000
0, 0, 0, 1, 1, 0, 0, 0, -1, 1|000001000
0, 0, 0, 1, 0, 1, 0, 0, -1, 1|000010000
0, 0, 0, 1, 0, 0, 1, 0, -1, 1|111011010
0, 0, 0, 1, 0, 0, 0, 1, -1, 1|001000000
-1, 0, 0, 0, 1, 1, 0, 0, 0, 1|000100000
-1, 0, 0, 0, 1, 0, 1, 0, 0, 1|001000000
-1, 0, 0, 0, 1, 0, 0, 1, 0, 1|010000000
-1, 0, 0, 0, 1, 0, 0, 0, 1, 1|001000100
0, -1, 0, 0, 1, 1, 0, 0, 0, 1|101100111
0, -1, 0, 0, 1, 0, 1, 0, 0, 1|101101011
0, -1, 0, 0, 1, 0, 0, 1, 0, 1|101000101
0, -1, 0, 0, 1, 0, 0, 0, 1, 1|101101110
0, 0, -1, 0, 1, 1, 0, 0, 0, 1|000100000
0, 0, -1, 0, 1, 0, 1, 0, 0, 1|100000001
0, 0, -1, 0, 1, 0, 0, 1, 0, 1|010000000
0, 0, -1, 0, 1, 0, 0, 0, 1, 1|100000000
0, 0, 0, -1, 1, 1, 0, 0, 0, 1|101000101
0, 0, 0, -1, 1, 0, 1, 0, 0, 1|111001011
0, 0, 0, -1, 1, 0, 0, 1, 0, 1|111001101
0, 0, 0, -1, 1, 0, 0, 0, 1, 1|111001110
0, 0, 0, 0, 1, -1, 1, 0, 0, 1|111100011
0, 0, 0, 0, 1, -1, 0, 1, 0, 1|111100101
0, 0, 0, 0, 1, -1, 0, 0, 1, 1|111100110
0, 0, 0, 0, 1, 1, -1, 0, 0, 1|000100000
0, 0, 0, 0, 1, 0, -1, 1, 0, 1|010000000
0, 0, 0, 0, 1, 0, -1, 0, 1, 1|100000000
0, 0, 0, 0, 1, 1, 0, -1, 0, 1|111100101
0, 0, 0, 0, 1, 0, 1, -1, 0, 1|111101001
0, 0, 0, 0, 1, 0, 0, -1, 1, 1|111101100
0, 0, 0, 0, 1, 1, 0, 0, -1, 1|000100000
0, 0, 0, 0, 1, 0, 1, 0, -1, 1|001000000
0, 0, 0, 0, 1, 0, 0, 1, -1, 1|010000000
-1, 0, 0, 0, 0, 1, 1, 0, 0, 1|001000000
-1, 0, 0, 0, 0, 1, 0, 1, 0, 1|001000100
-1, 0, 0, 0, 0, 1, 0, 0, 1, 1|001000000
0, -1, 0, 0, 0, 1, 1, 0, 0, 1|000010000
0, -1, 0, 0, 0, 1, 0, 1, 0, 1|000000101
0, -1, 0, 0, 0, 1, 0, 0, 1, 1|001000000
0, 0, -1, 0, 0, 1, 1, 0, 0, 1|100110000
0, 0, -1, 0, 0, 1, 0, 1, 0, 1|100000000
0, 0, -1, 0, 0, 1, 0, 0, 1, 1|110000000
0, 0, 0, -1, 0, 1, 1, 0, 0, 1|001000001
0, 0, 0, -1, 0, 1, 0, 1, 0, 1|001000001
0, 0, 0, -1, 0, 1, 0, 0, 1, 1|001000000
0, 0, 0, 0, -1, 1, 1, 0, 0, 1|011000011
0, 0, 0, 0, -1, 1, 0, 1, 0, 1|001000101
0, 0, 0, 0, -1, 1, 0, 0, 1, 1|001000000
0, 0, 0, 0, 0, 1, -1, 1, 0, 1|100000000
0, 0, 0, 0, 0, 1, -1, 0, 1, 1|111110010
0, 0, 0, 0, 0, 1, 1, -1, 0, 1|000010000
0, 0, 0, 0, 0, 1, 0, -1, 1, 1|111110100
0, 0, 0, 0, 0, 1, 1, 0, -1, 1|000110000
0, 0, 0, 0, 0, 1, 0, 1, -1, 1|010110000
-1, 0, 0, 0, 0, 0, 1, 1, 0, 1|011111001
-1, 0, 0, 0, 0, 0, 1, 0, 1, 1|011111010
0, -1, 0, 0, 0, 0, 1, 1, 0, 1|000000001
0, -1, 0, 0, 0, 0, 1, 0, 1, 1|101111010
0, 0, -1, 0, 0, 0, 1, 1, 0, 1|000000001
0, 0, -1, 0, 0, 0, 1, 0, 1, 1|110111010
0, 0, 0, -1, 0, 0, 1, 1, 0, 1|111011001
0, 0, 0, -1, 0, 0, 1, 0, 1, 1|111011010
0, 0, 0, 0, -1, 0, 1, 1, 0, 1|000000001
0, 0, 0, 0, -1, 0, 1, 0, 1, 1|000000010
0, 0, 0, 0, 0, -1, 1, 1, 0, 1|000000001
0, 0, 0, 0, 0, -1, 1, 0, 1, 1|111110010
0, 0, 0, 0, 0, 0, 1, -1, 1, 1|000010000
0, 0, 0, 0, 0, 0, 1, 1, -1, 1|001001000
-1, 0, 0, 0, 0, 0, 0, 1, 1, 1|000000100
0, -1, 0, 0, 0, 0, 0, 1, 1, 1|000000100
0, 0, -1, 0, 0, 0, 0, 1, 1, 1|110111100
0, 0, 0, -1, 0, 0, 0, 1, 1, 1|000000100
0, 0, 0, 0, -1, 0, 0, 1, 1, 1|000000100
0, 0, 0, 0, 0, -1, 0, 1, 1, 1|111110100
0, 0, 0, 0, 0, 0, -1, 1, 1, 1|100100000
1, -1, 1, -1, 0, 0, 0, 0, 0, -1|000010001
1, -1, 1, 0, -1, 0, 0, 0, 0, -1|000000010
1, -1, 1, 0, 0, -1, 0, 0, 0, -1|000010100
1, -1, 1, 0, 0, 0, -1, 0, 0, -1|000000001
1, -1, 1, 0, 0, 0, 0, -1, 0, -1|000010000
1, -1, 1, 0, 0, 0, 0, 0, -1, -1|000000100
1, -1, -1, 1, 0, 0, 0, 0, 0, -1|000011111
1, -1, 0, 1, -1, 0, 0, 0, 0, -1|000000100
1, -1, 0, 1, 0, -1, 0, 0, 0, -1|000010101
1, -1, 0, 1, 0, 0, -1, 0, 0, -1|000010000
1, -1, 0, 1, 0, 0, 0, -1, 0, -1|000010100
1, -1, 0, 1, 0, 0, 0, 0, -1, -1|000011100
1, -1, -1, 0, 1, 0, 0, 0, 0, -1|000101101
1, -1, 0, -1, 1, 0, 0, 0, 0, -1|001000101
1, -1, 0, 0, 1, -1, 0, 0, 0, -1|001100101
1, -1, 0, 0, 1, 0, -1, 0, 0, -1|000101001
1, -1, 0, 0, 1, 0, 0, -1, 0, -1|001101101
1, -1, 0, 0, 1, 0, 0, 0, -1, -1|000100100
1, -1, -1, 0, 0, 1, 0, 0, 0, -1|000110110
1, -1, 0, -1, 0, 1, 0, 0, 0, -1|000000001
1, -1, 0, 0, -1, 1, 0, 0, 0, -1|000000010
1, -1, 0, 0, 0, 1, -1, 0, 0, -1|000010001
1, -1, 0, 0, 0, 1, 0, -1, 0, -1|000010000
1, -1, 0, 0, 0, 1, 0, 0, -1, -1|000100000
1, -1, -1, 0, 0, 0, 1, 0, 0, -1|000111011
1, -1, 0, -1, 0, 0, 1, 0, 0, -1|000010001
1, -1, 0, 0, -1, 0, 1, 0, 0, -1|000100010
1, -1, 0, 0, 0, -1, 1, 0, 0, -1|001110011
1, -1, 0, 0, 0, 0, 1, -1, 0, -1|000110000
1, -1, 0, 0, 0, 0, 1, 0, -1, -1|001110000
1, -1, -1, 0, 0, 0, 0, 1, 0, -1|000101101
1, -1, 0, -1, 0, 0, 0, 1, 0, -1|000000001
1, -1, 0, 0, -1, 0, 0, 1, 0, -1|000000100
1, -1, 0, 0, 0, -1, 0, 1, 0, -1|000000101
1, -1, 0, 0, 0, 0, -1, 1, 0, -1|001111001
1, -1, 0, 0, 0, 0, 0, 1, -1, -1|001111100
1, -1, -1, 0, 0, 0, 0, 0, 1, -1|000110110
1, -1, 0, -1, 0, 0, 0, 0, 1, -1|001011110
1, -1, 0, 0, -1, 0, 0, 0, 1, -1|000000010
1, -1, 0, 0, 0, -1, 0, 0, 1, -1|000110110
1, -1, 0, 0, 0, 0, -1, 0, 1, -1|001011000
1, -1, 0, 0, 0, 0, 0, -1, 1, -1|000010000
1, 1, -1, -1, 0, 0, 0, 0, 0, -1|000010000
1, 1, -1, 0, -1, 0, 0, 0, 0, -1|000000100
1, 1, -1, 0, 0, -1, 0, 0, 0, -1|000110111
1, 1, -1, 0, 0, 0, -1, 0, 0, -1|000010000
1, 1, -1, 0, 0, 0, 0, -1, 0, -1|000000101
1, 1, -1, 0, 0, 0, 0, 0, -1, -1|000111110
1, 0, -1, 1, -1, 0, 0, 0, 0, -1|000000100
1, 0, -1, 1, 0, -1, 0, 0, 0, -1|000000101
1, 0, -1, 1, 0, 0, -1, 0, 0, -1|000010000
1, 0, -1, 1, 0, 0, 0, -1, 0, -1|000011101
1, 0, -1, 1, 0, 0, 0, 0, -1, -1|000001100
1, 0, -1, -1, 1, 0, 0, 0, 0, -1|010000011
1, 0, -1, 0, 1, -1, 0, 0, 0, -1|000000001
1, 0, -1, 0, 1, 0, -1, 0, 0, -1|010101011
1, 0, -1, 0, 1, 0, 0, -1, 0, -1|000101101
1, 0, -1, 0, 1, 0, 0, 0, -1, -1|000001000
1, 0, -1, -1, 0, 1, 0, 0, 0, -1|010010111
1, 0, -1, 0, -1, 1, 0, 0, 0, -1|000000100
1, 0, -1, 0, 0, 1, -1, 0, 0, -1|000010000
1, 0, -1, 0, 0, 1, 0, -1, 0, -1|000110000
1, 0, -1, 0, 0, 1, 0, 0, -1, -1|000100000
1, 0, -1, -1, 0, 0, 1, 0, 0, -1|000000001
1, 0, -1, 0, -1, 0, 1, 0, 0, -1|000100011
1, 0, -1, 0, 0, -1, 1, 0, 0, -1|000100001
1, 0, -1, 0, 0, 0, 1, -1, 0, -1|000110001
1, 0, -1, 0, 0, 0, 1, 0, -1, -1|000100000
1, 0, -1, -1, 0, 0, 0, 1, 0, -1|000010001
1, 0, -1, 0, -1, 0, 0, 1, 0, -1|000000100
1, 0, -1, 0, 0, -1, 0, 1, 0, -1|000000001
1, 0, -1, 0, 0, 0, -1, 1, 0, -1|000010000
1, 0, -1, 0, 0, 0, 0, 1, -1, -1|000001000
1, 0, -1, -1, 0, 0, 0, 0, 1, -1|000010110
1, 0, -1, 0, -1, 0, 0, 0, 1, -1|000000100
1, 0, -1, 0, 0, -1, 0, 0, 1, -1|000110110
1, 0, -1, 0, 0, 0, -1, 0, 1, -1|000010000
1, 0, -1, 0, 0, 0, 0, -1, 1, -1|000110100
1, 1, 0, -1, -1, 0, 0, 0, 0, -1|001000000
1, 1, 0, -1, 0, -1, 0, 0, 0, -1|001010000
1, 1, 0, -1, 0, 0, -1, 0, 0, -1|001011011
1, 1, 0, -1, 0, 0, 0, -1, 0, -1|001010001
1, 1, 0, -1, 0, 0, 0, 0, -1, -1|001010010
1, 0, 1, -1, -1, 0, 0, 0, 0, -1|010001000
1, 0, 1, -1, 0, -1, 0, 0, 0, -1|010010000
1, 0, 1, -1, 0, 0, -1, 0, 0, -1|010011011
1, 0, 1, -1, 0, 0, 0, -1, 0, -1|010011101
1, 0, 1, -1, 0, 0, 0, 0, -1, -1|010010100
1, 0, 0, -1, 1, -1, 0, 0, 0, -1|011000111
