9000.0|323.0
9100.0|279.0
9200.0|261.0
9300.0|281.0
9400.0|271.0
9500.0|334.0
9600.0|270.0
9700.0|279.0
9800.0|288.0
9900.0|284.0
10000.0|250.0
10100.0|271.0
10200.0|264.0
10300.0|262.0
10400.0|271.0
10500.0|272.0
10600.0|276.0
10700.0|261.0
10800.0|281.0
10900.0|262.0
11000.0|259.0
11100.0|250.0
11200.0|263.0
11300.0|243.0
11400.0|262.0
11500.0|287.0
11600.0|263.0
11700.0|262.0
11800.0|262.0
11900.0|262.0
12000.0|269.0
12100.0|269.0
12200.0|261.0
12300.0|267.0
12400.0|265.0
12500.0|250.0
12600.0|250.0
12700.0|273.0
12800.0|261.0
12900.0|262.0
13000.0|250.0
13100.0|262.0
13200.0|250.0
13300.0|245.0
13400.0|244.0
13500.0|248.0
13600.0|248.0
13700.0|249.0
13800.0|247.0
13900.0|262.0
14000.0|259.0
14100.0|242.0
14200.0|244.0
14300.0|246.0
14400.0|247.0
14500.0|243.0
14600.0|242.0
14700.0|245.0
14800.0|246.0
14900.0|250.0
15000.0|247.0
15100.0|249.0
15200.0|250.0
15300.0|250.0
15400.0|240.0
15500.0|250.0
15600.0|250.0
15700.0|250.0
15800.0|250.0
15900.0|250.0
16000.0|250.0
16100.0|250.0
16200.0|250.0
16300.0|258.0
16400.0|233.0
16500.0|249.0
16600.0|250.0
16700.0|250.0
16800.0|246.0
16900.0|248.0
17000.0|245.0
17100.0|268.0
17200.0|260.0
17300.0|259.0
17400.0|296.0
17500.0|239.0
17600.0|238.0
17700.0|241.0
17800.0|246.0
17900.0|248.0
18000.0|250.0
18100.0|250.0
18200.0|242.0
18300.0|238.0
18400.0|283.0
18500.0|239.0
18600.0|226.0
18700.0|237.0
18800.0|239.0
18900.0|237.0
19000.0|227.0
19100.0|261.0
19200.0|246.0
19300.0|247.0
19400.0|256.0
19500.0|243.0
19600.0|238.0
19700.0|260.0
19800.0|257.0
19900.0|262.0
20000.0|248.0
20100.0|254.0
20200.0|270.0
20300.0|255.0
20400.0|249.0
20500.0|259.0
20600.0|265.0
20700.0|253.0
20800.0|260.0
20900.0|248.0
21000.0|251.0
21100.0|246.0
21200.0|267.0
21300.0|243.0
21400.0|238.0
21500.0|229.0
21600.0|258.0
21700.0|264.0
21800.0|240.0
21900.0|236.0
22000.0|256.0
22100.0|245.0
22200.0|250.0
22300.0|243.0
22400.0|240.0
22500.0|232.0
22600.0|227.0
22700.0|245.0
22800.0|240.0
22900.0|247.0
23000.0|245.0
23100.0|247.0
23200.0|253.0
23300.0|257.0
23400.0|252.0
23500.0|263.0
23600.0|270.0
23700.0|274.0
23800.0|255.0
23900.0|249.0
24000.0|246.0
24100.0|259.0
24200.0|224.0
24300.0|265.0
24400.0|255.0
24500.0|276.0
24600.0|245.0
24700.0|243.0
24800.0|253.0
24900.0|228.0
25000.0|246.0
25100.0|222.0
25200.0|239.0
25300.0|236.0
25400.0|231.0
25500.0|247.0
25600.0|243.0
25700.0|219.0
25800.0|215.0
25900.0|226.0
26000.0|232.0
26100.0|234.0
26200.0|238.0
26300.0|239.0
26400.0|232.0
26500.0|241.0
26600.0|244.0
26700.0|271.0
26800.0|258.0
26900.0|252.0
27000.0|249.0
27100.0|225.0
27200.0|246.0
27300.0|251.0
27400.0|231.0
27500.0|264.0
27600.0|285.0
27700.0|241.0
27800.0|222.0
27900.0|230.0
28000.0|223.0
28100.0|228.0
28200.0|226.0
28300.0|222.0
28400.0|227.0
28500.0|237.0
28600.0|213.0
28700.0|210.0
28800.0|232.0
28900.0|210.0
29000.0|225.0
29100.0|231.0
29200.0|233.0
29300.0|218.0
29400.0|225.0
29500.0|223.0
29600.0|228.0
29700.0|205.0
29800.0|221.0
29900.0|219.0
30000.0|224.0
30100.0|229.0
30200.0|240.0
30300.0|235.0
30400.0|237.0
30500.0|223.0
30600.0|234.0
30700.0|237.0
30800.0|241.0
30900.0|242.0
31000.0|248.0
31100.0|246.0
31200.0|243.0
31300.0|250.0
31400.0|242.0
31500.0|240.0
31600.0|247.0
31700.0|237.0
31800.0|241.0
31900.0|238.0
32000.0|242.0
32100.0|244.0
32200.0|245.0
32300.0|246.0
32400.0|243.0
32500.0|241.0
32600.0|243.0
32700.0|247.0
32800.0|240.0
32900.0|236.0
33000.0|250.0
33100.0|241.0
33200.0|238.0
33300.0|236.0
33400.0|247.0
33500.0|266.0
33600.0|249.0
33700.0|247.0
33800.0|238.0
33900.0|244.0
34000.0|249.0
34100.0|242.0
34200.0|249.0
34300.0|237.0
34400.0|254.0
34500.0|268.0
34600.0|246.0
34700.0|252.0
34800.0|258.0
34900.0|257.0
35000.0|263.0
35100.0|235.0
35200.0|241.0
35300.0|264.0
35400.0|258.0
35500.0|242.0
35600.0|238.0
35700.0|243.0
35800.0|262.0
35900.0|244.0
36000.0|260.0
36100.0|250.0
36200.0|262.0
36300.0|265.0
36400.0|226.0
36500.0|234.0
36600.0|249.0
36700.0|256.0
36800.0|244.0
36900.0|242.0
37000.0|263.0
37100.0|248.0
37200.0|249.0
37300.0|237.0
37400.0|246.0
37500.0|225.0
37600.0|256.0
37700.0|249.0
37800.0|242.0
37900.0|243.0
38000.0|241.0
38100.0|231.0
38200.0|238.0
38300.0|244.0
38400.0|237.0
38500.0|259.0
38600.0|234.0
38700.0|238.0
38800.0|239.0
38900.0|229.0
39000.0|240.0
39100.0|242.0
39200.0|243.0
39300.0|223.0
39400.0|233.0
39500.0|245.0
39600.0|247.0
39700.0|241.0
39800.0|238.0
39900.0|237.0
40000.0|239.0
40100.0|243.0
40200.0|242.0
40300.0|246.0
40400.0|239.0
40500.0|235.0
40600.0|250.0
40700.0|245.0
40800.0|247.0
40900.0|244.0
41000.0|243.0
41100.0|236.0
41200.0|242.0
41300.0|243.0
41400.0|245.0
41500.0|315.0
41600.0|248.0
41700.0|310.0
41800.0|288.0
41900.0|297.0
42000.0|246.0
42100.0|238.0
42200.0|245.0
42300.0|240.0
42400.0|234.0
42500.0|230.0
42600.0|234.0
42700.0|225.0
42800.0|242.0
42900.0|225.0
43000.0|236.0
43100.0|227.0
43200.0|479.0
43300.0|495.0
43400.0|495.0
43500.0|490.0
43600.0|478.0
43700.0|475.0
43800.0|483.0
43900.0|487.0
44000.0|489.0
